name,year,selling_price_usd,miles_driven,fuel,seller_type,transmission,owner,engine,max_power,mileage_mpg,seats
Hyundai Creta 1.6 SX Automatic,2018,36738.87,34175.4,Petrol,Individual,Automatic,First Owner,1591.0,121.3,34.81,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,19966.78,49709.7,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,7.0
Hyundai Verna 1.4 VTVT,2016,17304.54,24854.8,Petrol,Individual,Manual,First Owner,1396.0,105.5,41.0,5.0
Maruti Wagon R LXI BS IV,2013,6389.37,67677.2,Petrol,Individual,Manual,Second Owner,998.0,67.04,48.24,5.0
Hyundai EON Magna Optional,2013,7720.49,24854.8,Petrol,Individual,Manual,Second Owner,814.0,55.2,49.63,5.0
Hyundai EON Era Plus,2014,6123.12,49709.7,Petrol,Individual,Manual,First Owner,814.0,55.2,49.63,5.0
Honda City i DTec VX,2016,26622.37,31068.6,Diesel,Individual,Manual,Second Owner,1498.0,98.6,61.16,5.0
Hyundai Santro Xing GL Plus,2012,5324.47,55923.4,Petrol,Individual,Manual,Second Owner,1086.0,62.1,42.15,5.0
Maruti Alto LX,2004,2396.01,43496.0,Petrol,Individual,Manual,Fourth & Above Owner,796.0,46.3,46.34,5.0
Hyundai i20 1.4 CRDi Asta,2012,8785.38,55923.4,Diesel,Individual,Manual,First Owner,1396.0,90.0,54.1,5.0
Maruti Ritz VDi ABS,2009,5324.47,43496.0,Diesel,Individual,Manual,First Owner,1248.0,73.9,49.63,5.0
Mahindra KUV 100 D75 K4 Plus,2018,11181.4,19262.5,Diesel,Individual,Manual,First Owner,1198.0,77.0,59.56,6.0
Maruti Swift Dzire VDi,2009,6921.82,74564.5,Diesel,Individual,Manual,Second Owner,1248.0,73.9,45.4,5.0
Hyundai i20 Sportz 1.2,2016,15707.2,24854.8,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Maruti Swift VDI BSIV,2015,14509.19,111846.8,Diesel,Individual,Manual,First Owner,1248.0,74.0,59.27,5.0
Maruti Wagon R LXI BS IV,2011,5590.7,55923.4,Petrol,Individual,Manual,Second Owner,998.0,67.1,44.46,5.0
Honda City 2017-2020 GXi,2008,4925.14,68350.8,Petrol,Individual,Manual,Second Owner,1497.0,78.0,41.63,5.0
Maruti Wagon R LXI,2006,3327.8,36660.9,Petrol,Individual,Manual,Second Owner,998.0,67.1,44.46,5.0
Hyundai EON Magna Plus,2014,7454.26,37282.3,Petrol,Individual,Manual,Second Owner,814.0,55.2,49.63,5.0
Maruti Wagon R VXI,2005,2608.99,43496.0,Petrol,Individual,Manual,Second Owner,998.0,67.1,44.46,5.0
Tata Indica Vista Aqua 1.4 TDI,2009,2662.24,118060.5,Diesel,Individual,Manual,First Owner,1405.0,71.0,39.99,5.0
Mahindra Verito Vibe 1.5 dCi D4,2013,6655.59,111846.8,Diesel,Individual,Manual,First Owner,1461.0,64.1,48.92,5.0
Toyota Fortuner 3.0 Diesel,2010,19966.78,93205.6,Diesel,Individual,Manual,Second Owner,2982.0,171.0,27.05,7.0
Chevrolet Optra Magnum 2.0 LS,2007,4259.58,80778.2,Diesel,Individual,Manual,Second Owner,1991.0,123.7,38.86,5.0
Hyundai Verna 1.6 CRDi EX AT,2013,13577.38,74564.5,Diesel,Individual,Automatic,Second Owner,1582.0,126.3,52.5,5.0
Tata Indica V2 DL,2009,2529.13,49709.7,Diesel,Individual,Manual,Second Owner,1396.0,52.8,42.06,5.0
Hyundai Verna 1.6 SX CRDi (O),2014,13976.74,49709.7,Diesel,Individual,Manual,Second Owner,1582.0,126.32,52.5,5.0
Datsun RediGO 1.0 T Option,2017,7401.02,12427.4,Petrol,Individual,Manual,First Owner,999.0,67.0,52.92,5.0
Maruti 800 AC,1997,1331.12,37282.3,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Volkswagen Polo Diesel Highline 1.2L,2011,6788.68,74564.5,Diesel,Individual,Manual,Third Owner,1199.0,73.9,51.91,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,25291.25,31689.9,Diesel,Individual,Manual,First Owner,1248.0,88.5,59.04,5.0
Honda City 2017-2020 GXi,2007,6123.12,37282.3,Petrol,Individual,Manual,Third Owner,1497.0,78.0,41.63,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,2009,15973.42,136701.6,Diesel,Individual,Manual,First Owner,2494.0,102.0,30.11,8.0
Maruti Alto 800 VXI Optional,2017,8785.38,12427.4,Petrol,Individual,Manual,First Owner,796.0,47.3,58.1,5.0
Maruti Alto K10 VXI,2017,9317.83,24854.8,Petrol,Individual,Manual,First Owner,998.0,67.05,56.33,5.0
Volkswagen Polo 1.2 MPI Comfortline,2016,14908.53,21748.0,Petrol,Individual,Manual,First Owner,1199.0,74.0,38.1,5.0
Maruti Wagon R VXI BS IV,2017,11713.84,18641.1,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Maruti A-Star Vxi,2011,5856.92,55923.4,Petrol,Individual,Manual,Second Owner,998.0,66.1,44.69,5.0
Maruti Swift Dzire ZDI,2017,19966.78,68350.8,Diesel,Individual,Manual,Second Owner,1248.0,74.02,66.8,5.0
Mahindra XUV500 W6 2WD,2015,21297.9,86991.9,Diesel,Individual,Manual,First Owner,2179.0,140.0,35.52,7.0
Tata Indica V2 DLX,2007,1577.62,64622.6,Diesel,Individual,Manual,Second Owner,1396.0,53.5,40.46,5.0
Mahindra Thar DI 4X4 PS,2015,19966.78,9941.9,Diesel,Individual,Manual,First Owner,2523.0,63.0,42.48,7.0
Maruti Baleno RS 1.0 Petrol,2019,20765.45,4473.9,Petrol,Individual,Manual,First Owner,998.0,100.5,49.63,5.0
Volkswagen Polo Diesel Comfortline 1.2L,2011,8519.16,47845.6,Diesel,Individual,Manual,Second Owner,1199.0,73.9,51.91,5.0
Mahindra KUV 100 D75 K8 Dual Tone,2017,18369.44,24854.8,Diesel,Individual,Manual,First Owner,1198.0,77.0,59.56,6.0
Maruti Swift Dzire ZDi,2012,9983.39,43496.0,Diesel,Individual,Manual,Second Owner,1248.0,73.9,45.4,5.0
Ford Figo 1.2P Sports Edition MT,2017,16505.87,31068.6,Petrol,Individual,Manual,First Owner,1196.0,86.8,42.62,5.0
Maruti Eeco 7 Seater Standard BSIV,2016,9850.28,36039.5,Petrol,Individual,Manual,Second Owner,1196.0,73.0,36.15,7.0
Mahindra Thar 4X4,2013,20499.22,52816.5,Diesel,Individual,Manual,First Owner,2498.0,105.0,38.93,7.0
Hyundai Xcent 1.2 Kappa S Option,2014,13311.18,40389.1,Petrol,Individual,Manual,First Owner,1197.0,81.86,44.93,5.0
Mahindra KUV 100 mFALCON D75 K2,2017,11980.07,74564.5,Diesel,Individual,Manual,First Owner,1198.0,77.0,59.56,6.0
Hyundai Santro Xing GL Plus,2013,5191.36,31068.6,Petrol,Individual,Manual,Second Owner,1086.0,62.1,42.15,5.0
Maruti Wagon R AMT VXI Option,2018,12565.76,18641.1,Petrol,Individual,Automatic,First Owner,998.0,67.0,48.24,5.0
Maruti Alto K10 VXI,2014,6655.59,36039.5,Petrol,Individual,Manual,Second Owner,998.0,67.05,56.33,5.0
Chevrolet Beat Diesel,2011,4392.69,43496.0,Diesel,Individual,Manual,Second Owner,936.0,57.6,59.84,5.0
Tata Zest Quadrajet 1.3 XT,2018,13976.74,68350.8,Diesel,Individual,Manual,Second Owner,1248.0,88.7,48.57,5.0
Maruti Wagon R LXI,2003,3860.24,40389.1,Petrol,Individual,Manual,Third Owner,998.0,67.1,44.46,5.0
Tata Indica Vista Quadrajet 90 VX,2013,8652.27,62137.1,Diesel,Individual,Manual,First Owner,1248.0,88.8,52.45,5.0
Mahindra Bolero Power Plus ZLX,2017,17570.76,37282.3,Diesel,Individual,Manual,Second Owner,1493.0,70.0,38.81,7.0
Ford Classic 1.4 Duratorq CLXI,2014,8252.93,55923.4,Diesel,Individual,Manual,Second Owner,1399.0,67.0,46.29,5.0
Mahindra Bolero SLX 4WD BSIII,2008,6655.59,124274.2,Diesel,Individual,Manual,First Owner,2523.0,63.0,31.99,7.0
Ford Classic 1.4 Duratorq CLXI,2014,8785.38,62137.1,Diesel,Individual,Manual,Second Owner,1399.0,67.0,46.29,5.0
Ford Figo Diesel Titanium,2012,6655.59,49709.7,Diesel,Individual,Manual,Second Owner,1399.0,68.0,47.04,5.0
Mahindra NuvoSport N8 AMT,2017,17304.54,37282.3,Diesel,Individual,Automatic,First Owner,1493.0,100.0,41.05,7.0
Maruti Alto K10 VXI,2016,8119.82,24854.8,Petrol,Individual,Manual,First Owner,998.0,67.05,56.33,5.0
Maruti Ciaz VDi Plus,2015,15973.42,31068.6,Diesel,Individual,Manual,First Owner,1248.0,88.5,61.65,5.0
Maruti Wagon R LXI Optional,2015,7454.26,68350.8,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Tata Indigo CR4,2011,4073.22,31068.6,Diesel,Individual,Manual,Second Owner,1396.0,70.0,55.44,5.0
Mahindra TUV 300 mHAWK100 T8,2018,18635.66,18641.1,Diesel,Individual,Manual,First Owner,1493.0,100.0,43.49,7.0
Renault KWID RXL,2017,8652.27,24854.8,Petrol,Individual,Manual,First Owner,799.0,53.3,59.2,5.0
Maruti 800 AC,2006,4126.47,43496.0,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Maruti Alto K10 2010-2014 VXI,2012,6256.26,49709.7,Petrol,Individual,Manual,Third Owner,998.0,67.1,49.21,5.0
Maruti Swift VXI Optional,2016,13311.18,9320.6,Petrol,Individual,Manual,First Owner,1197.0,81.8,47.98,5.0
Mahindra Bolero DI,2004,3194.68,93205.6,Diesel,Individual,Manual,Second Owner,2523.0,63.0,31.99,7.0
Skoda Rapid 1.5 TDI AT Style Plus,2016,17970.1,54680.6,Diesel,Dealer,Automatic,First Owner,1498.0,103.52,50.95,5.0
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,25291.25,49709.7,Diesel,Dealer,Manual,First Owner,2494.0,100.6,30.55,7.0
Mahindra XUV500 W5 BSIV,2018,27980.11,37198.4,Diesel,Dealer,Manual,First Owner,2179.0,152.87,35.52,7.0
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,15733.82,37282.3,Diesel,Dealer,Manual,First Owner,1498.0,108.5,50.55,5.0
Hyundai i20 Asta 1.4 CRDi,2015,15574.09,44738.7,Diesel,Dealer,Manual,First Owner,1396.0,88.73,53.02,5.0
Honda City i-VTEC CVT ZX,2017,27287.93,42340.2,Petrol,Dealer,Automatic,First Owner,1497.0,117.6,42.34,5.0
Maruti Swift VDI,2014,11980.07,33050.7,Diesel,Dealer,Manual,First Owner,1248.0,74.0,66.8,5.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,12911.82,43558.1,Diesel,Dealer,Manual,First Owner,1396.0,88.73,53.02,5.0
Honda Jazz 1.5 S i DTEC,2018,17304.54,29654.9,Diesel,Dealer,Manual,First Owner,1498.0,98.6,64.21,5.0
Maruti Swift Dzire VDI,2014,11580.7,43617.1,Diesel,Dealer,Manual,Second Owner,1248.0,74.02,66.8,5.0
Ford Figo Diesel EXI,2011,5191.36,48091.0,Diesel,Dealer,Manual,Second Owner,1399.0,68.0,47.04,5.0
Mahindra Marazzo M2 8Str BSIV,2019,26622.37,10563.3,Diesel,Dealer,Manual,First Owner,1497.0,121.0,40.69,8.0
Hyundai Elantra CRDi SX Option AT,2013,17304.54,39767.7,Diesel,Dealer,Automatic,First Owner,1498.0,113.42,34.39,5.0
Chevrolet Beat Diesel LS,2014,5058.25,46180.9,Diesel,Dealer,Manual,First Owner,936.0,56.3,59.84,5.0
Maruti Swift Dzire ZDI,2013,10915.15,49855.7,Diesel,Dealer,Manual,Second Owner,1248.0,74.02,66.8,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2016,27953.49,47938.8,Diesel,Dealer,Automatic,First Owner,1582.0,126.2,40.01,5.0
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,17331.16,42874.6,Diesel,Dealer,Automatic,First Owner,1498.0,108.6,52.1,5.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,17304.54,35418.1,Diesel,Dealer,Manual,First Owner,1248.0,88.5,55.63,5.0
Skoda Rapid 1.5 TDI Ambition Plus,2017,19966.78,55302.0,Diesel,Dealer,Manual,First Owner,1498.0,103.6,49.72,5.0
Volkswagen Passat Highline DSG S (Spl. Edition),2012,21271.27,37965.8,Diesel,Dealer,Automatic,First Owner,1968.0,140.0,33.64,5.0
Skoda Octavia Ambiente 1.9 TDI,2010,9450.94,72079.0,Diesel,Individual,Manual,First Owner,1896.0,66.0,43.99,5.0
Hyundai Verna 1.6 CRDi S Option,2015,15973.42,49709.7,Diesel,Individual,Manual,First Owner,1582.0,126.32,56.22,5.0
Maruti Swift VDI,2018,18236.32,16155.6,Diesel,Individual,Manual,First Owner,1248.0,74.0,66.8,5.0
Maruti Swift LDI,2018,13577.38,62137.1,Diesel,Individual,Manual,First Owner,1248.0,74.0,66.8,5.0
Maruti Swift Dzire Vdi BSIV,2017,17304.54,50983.5,Diesel,Individual,Manual,First Owner,1248.0,73.9,45.4,5.0
Mahindra XUV500 W8 4WD,2012,17970.1,74564.5,Diesel,Individual,Manual,Second Owner,2179.0,140.0,35.52,7.0
Renault KWID AMT,2018,8492.54,18641.1,Petrol,Individual,Automatic,First Owner,999.0,67.0,56.55,5.0
Honda Amaze S Petrol BSIV,2019,17038.32,3728.2,Petrol,Individual,Manual,First Owner,1199.0,88.76,45.87,5.0
Hyundai i20 1.2 Asta,2017,17304.54,18641.1,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Maruti Ertiga VDI,2015,17304.54,43496.0,Diesel,Individual,Manual,First Owner,1248.0,88.76,48.85,7.0
Maruti Swift Ldi BSIII,2008,4658.91,74564.5,Diesel,Individual,Manual,First Owner,1248.0,75.0,41.87,5.0
Hyundai Grand i10 CRDi SportZ Edition,2014,9983.39,47224.2,Diesel,Individual,Manual,Third Owner,1120.0,70.0,56.45,5.0
Hyundai Grand i10 CRDi Asta,2014,11447.62,49709.7,Diesel,Individual,Manual,Second Owner,1120.0,70.0,56.45,5.0
Tata Indica V2 DLS,2008,1730.45,68350.8,Diesel,Individual,Manual,Second Owner,1396.0,53.5,40.46,5.0
Hyundai Accent GLS,2009,3993.36,43496.0,Petrol,Individual,Manual,Third Owner,1495.0,94.0,31.05,5.0
Hyundai i20 Active S Petrol,2019,16505.87,8077.8,Petrol,Individual,Manual,First Owner,1197.0,81.86,40.43,5.0
Ford Classic 1.6 Duratec CLXI,2013,6655.59,37282.3,Petrol,Individual,Manual,Second Owner,1596.0,99.6,33.14,5.0
Maruti Ritz VDi,2011,7321.15,102526.2,Diesel,Individual,Manual,First Owner,1248.0,73.9,49.63,5.0
Mahindra TUV 300 T4,2017,15973.42,18641.1,Diesel,Individual,Manual,Second Owner,1493.0,100.0,43.49,7.0
Volkswagen Vento Diesel Comfortline,2011,10648.95,62137.1,Diesel,Individual,Manual,Second Owner,1598.0,103.6,48.31,5.0
Mahindra Renault Logan 1.5 DLE Diesel,2007,4792.03,116196.4,Diesel,Individual,Manual,Second Owner,1461.0,65.0,45.16,5.0
Maruti Vitara Brezza VDi,2016,19966.78,43496.0,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Maruti Swift VXI Optional,2016,13311.18,24854.8,Petrol,Individual,Manual,First Owner,1197.0,81.8,47.98,5.0
Honda Mobilio RS Option i DTEC,2015,26622.37,28583.1,Diesel,Individual,Manual,First Owner,1498.0,98.6,57.63,7.0
Maruti Baleno Alpha 1.3,2017,19700.55,15161.5,Diesel,Individual,Manual,First Owner,1248.0,74.0,64.43,5.0
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,34342.86,18578.4,Diesel,Dealer,Automatic,First Owner,1498.0,108.6,52.1,5.0
Hyundai Grand i10 Nios Sportz,2020,20632.34,1242.7,Petrol,Dealer,Manual,First Owner,1197.0,81.86,48.69,5.0
Renault Lodgy 85PS RxL,2017,18502.55,21126.6,Diesel,Dealer,Manual,First Owner,1461.0,83.8,49.49,8.0
Hyundai Elite i20 Asta Option CVT BSIV,2018,19434.33,19262.5,Petrol,Dealer,Automatic,First Owner,1197.0,81.86,40.93,5.0
Chevrolet Trailblazer LTZ 4X2 AT,2016,34475.97,28583.1,Diesel,Dealer,Automatic,Second Owner,2776.0,197.2,26.93,7.0
Isuzu MU 7 AT Premium,2016,30881.95,75185.9,Diesel,Dealer,Automatic,First Owner,2999.0,161.0,28.41,7.0
Maruti Celerio ZXI Optional AMT BSIV,2016,11580.7,6213.7,Petrol,Dealer,Automatic,First Owner,998.0,67.04,54.33,5.0
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,122462.9,3728.2,Diesel,Dealer,Automatic,First Owner,2143.0,170.0,42.1,5.0
Hyundai Creta 1.6 CRDi SX,2015,22629.01,36806.9,Diesel,Dealer,Manual,First Owner,1582.0,126.2,46.27,5.0
BMW X4 M Sport X xDrive20d,2019,154409.75,13048.8,Diesel,Dealer,Automatic,First Owner,1995.0,190.0,39.47,5.0
Honda Amaze S i-Dtech,2014,13843.63,29825.8,Diesel,Individual,Manual,First Owner,1498.0,98.6,60.69,5.0
Mahindra Xylo D4,2018,17304.54,70836.3,Diesel,Individual,Manual,First Owner,2489.0,93.7,35.16,7.0
Maruti Swift Dzire LDi,2011,11447.62,74564.5,Diesel,Individual,Manual,Second Owner,1248.0,73.9,45.4,5.0
Hyundai i20 Magna Optional 1.4 CRDi,2013,9584.05,89477.4,Diesel,Individual,Manual,First Owner,1396.0,88.8,51.51,5.0
Hyundai i20 Magna Optional 1.4 CRDi,2013,9317.83,89477.4,Diesel,Individual,Manual,First Owner,1396.0,88.8,51.51,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,21058.29,118060.5,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,25291.25,118060.5,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,7.0
Maruti Swift VDI,2019,18369.44,12427.4,Diesel,Individual,Manual,First Owner,1248.0,74.0,66.8,5.0
Hyundai Verna CRDi 1.6 EX,2017,22895.24,24854.8,Diesel,Individual,Manual,Second Owner,1582.0,126.2,51.75,5.0
Maruti Swift Dzire Vdi BSIV,2012,9876.9,62137.1,Diesel,Individual,Manual,First Owner,1248.0,73.9,45.4,5.0
Tata Indica V2 DLX TC,2008,1198.01,37282.3,Diesel,Individual,Manual,Second Owner,1405.0,68.0,39.52,5.0
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,1464.23,124895.6,Diesel,Individual,Manual,First Owner,1399.0,68.0,41.87,5.0
Volkswagen Vento Diesel Highline,2011,6389.37,68350.8,Diesel,Individual,Manual,First Owner,1598.0,103.6,48.31,5.0
Maruti Swift VDI BSIV,2014,13178.07,47979.2,Diesel,Individual,Manual,Second Owner,1248.0,74.0,59.27,5.0
Honda Jazz 1.2 S i VTEC,2015,17863.61,29967.5,Petrol,Dealer,Manual,First Owner,1199.0,88.7,43.99,5.0
Maruti Swift VDI Optional,2017,18449.3,36386.9,Diesel,Dealer,Manual,First Owner,1248.0,74.0,59.27,5.0
Honda City i DTec SV,2016,21377.74,31600.4,Diesel,Dealer,Manual,First Owner,1498.0,98.6,61.16,5.0
Honda City i VTEC VX,2017,23693.91,11371.1,Petrol,Individual,Manual,First Owner,1497.0,117.3,41.87,5.0
Maruti Swift LDI,2015,13178.07,36842.3,Diesel,Dealer,Manual,First Owner,1248.0,74.0,66.8,5.0
Maruti Celerio ZXI Optional AMT BSIV,2018,14509.19,6213.7,Petrol,Dealer,Automatic,First Owner,998.0,67.04,54.33,5.0
Maruti Baleno Zeta Automatic,2018,20632.34,13140.1,Petrol,Dealer,Automatic,First Owner,1197.0,83.1,50.34,5.0
Honda City i-DTEC ZX,2017,24625.69,42874.6,Diesel,Dealer,Manual,First Owner,1498.0,97.9,60.22,5.0
Maruti Swift AMT VDI,2018,21031.67,9941.9,Diesel,Dealer,Automatic,First Owner,1248.0,74.0,66.8,5.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,47654.02,22369.4,Diesel,Dealer,Manual,First Owner,2393.0,147.8,32.18,8.0
Maruti Baleno Delta,2017,16505.87,22990.7,Petrol,Dealer,Manual,First Owner,1197.0,81.8,49.42,5.0
Maruti Celerio VDi,2016,9983.39,38011.1,Diesel,Dealer,Manual,First Owner,793.0,47.0,64.97,5.0
Audi A4 35 TDI Premium Plus,2016,65224.81,18641.1,Diesel,Dealer,Automatic,First Owner,1968.0,187.74,42.93,5.0
Mahindra XUV500 W8 2WD,2014,22629.01,46602.8,Diesel,Dealer,Manual,First Owner,2179.0,140.0,35.52,7.0
Maruti Baleno Alpha CVT,2017,19966.78,31689.9,Petrol,Dealer,Automatic,First Owner,1197.0,81.8,46.01,5.0
Maruti Baleno Alpha,2018,20632.34,10563.3,Petrol,Dealer,Manual,First Owner,1197.0,81.8,49.42,5.0
Maruti Swift Vdi BSIII,2008,6921.82,62137.1,Diesel,Individual,Manual,Second Owner,1248.0,75.0,41.87,5.0
Audi A6 2.0 TDI Premium Plus,2013,53244.74,21748.0,Diesel,Individual,Automatic,Second Owner,1968.0,174.33,41.59,5.0
Mahindra XUV500 AT W10 AWD,2016,34609.08,56897.1,Diesel,Individual,Automatic,Third Owner,2179.0,140.0,37.63,7.0
Maruti Celerio VXI,2017,10116.5,31068.6,Petrol,Individual,Manual,First Owner,998.0,67.04,54.33,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,12778.74,37282.3,Petrol,Individual,Manual,First Owner,1197.0,81.86,44.46,5.0
Maruti Alto 800 LXI,2016,6389.37,21748.0,Petrol,Individual,Manual,Second Owner,796.0,47.3,53.49,5.0
Hyundai Verna 1.4 VTVT,2014,13311.18,20753.8,Petrol,Individual,Manual,First Owner,1396.0,105.5,41.0,5.0
Maruti Swift LXI Optional-O,2015,11181.4,22369.4,Petrol,Individual,Manual,First Owner,1197.0,83.11,47.98,5.0
Ford Figo Diesel ZXI,2011,3460.91,111846.8,Diesel,Individual,Manual,Second Owner,1399.0,68.0,47.04,5.0
Maruti Alto K10 2010-2014 VXI,2012,2928.46,49709.7,Petrol,Individual,Manual,First Owner,998.0,67.1,49.21,5.0
Maruti Alto LX BSIII,2007,3194.68,74564.5,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Maruti Swift Dzire AMT ZDI,2017,18635.66,49709.7,Diesel,Individual,Automatic,First Owner,1248.0,74.02,66.8,5.0
Maruti Swift Dzire LDI,2018,14642.3,74564.5,Diesel,Individual,Manual,First Owner,1248.0,74.02,66.8,5.0
Tata Indigo CS LX (TDI) BS-III,2014,5058.25,68350.8,Diesel,Individual,Manual,Second Owner,1405.0,69.01,44.9,5.0
Toyota Etios Liva 1.4 VD,2018,17703.88,43496.0,Diesel,Individual,Manual,First Owner,1364.0,67.04,55.49,5.0
Mahindra Xylo D4,2014,11846.95,74564.5,Diesel,Individual,Manual,Second Owner,2489.0,93.7,35.16,7.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,9051.61,57592.4,Diesel,Dealer,Manual,Second Owner,1396.0,88.76,51.51,5.0
Hyundai Sonata 2.0L CRDi MT,2009,8785.38,111846.8,Diesel,Individual,Manual,First Owner,1991.0,142.0,31.99,5.0
Tata Manza Club Class Quadrajet90 LX,2012,7188.04,49709.7,Diesel,Individual,Manual,First Owner,1248.0,88.76,49.44,5.0
Mahindra XUV500 AT W8 FWD,2015,27820.35,43496.0,Diesel,Individual,Automatic,First Owner,2179.0,140.0,37.63,7.0
Maruti Swift Ldi BSIV,2009,7427.64,72700.4,Diesel,Individual,Manual,First Owner,1248.0,75.0,41.87,5.0
Skoda Octavia L and K 1.9 TDI (MT),2007,6655.59,62137.1,Diesel,Individual,Manual,Second Owner,1896.0,122.4,39.05,5.0
Hyundai Verna 1.6 SX VTVT AT,2012,12645.63,51573.8,Petrol,Individual,Automatic,First Owner,1591.0,121.3,37.02,5.0
Chevrolet Cruze LTZ AT,2016,19966.78,42004.7,Diesel,Individual,Automatic,First Owner,1998.0,163.7,34.84,5.0
Mitsubishi Pajero Sport Anniversary Edition,2015,33277.96,99419.4,Diesel,Individual,Manual,Second Owner,2477.0,178.0,31.75,7.0
Hyundai EON Era Plus,2014,6655.59,49709.7,Petrol,Individual,Manual,Second Owner,814.0,55.2,49.63,5.0
Honda Amaze VX i-DTEC,2013,11846.95,62137.1,Diesel,Individual,Manual,First Owner,1498.0,98.6,60.69,5.0
Volkswagen Jetta 2.0 TDI Comfortline,2010,10648.95,62137.1,Diesel,Individual,Manual,First Owner,1896.0,105.0,35.28,5.0
Hyundai i20 1.4 CRDi Era,2010,9317.83,55923.4,Diesel,Individual,Manual,Second Owner,1396.0,90.0,54.1,5.0
Skoda Rapid Ultima 1.6 TDI Elegance,2012,7853.6,86991.9,Diesel,Individual,Manual,First Owner,1598.0,103.5,48.22,5.0
Maruti Swift Dzire VXI 1.2,2018,15973.42,15534.3,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.89,5.0
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,43926.91,12427.4,Diesel,Individual,Manual,First Owner,2393.0,147.8,32.18,8.0
Maruti 800 AC,2012,2662.24,18641.1,Petrol,Individual,Manual,First Owner,796.0,37.0,37.87,4.0
Ford Aspire Trend Plus,2018,18369.44,8077.8,Petrol,Individual,Manual,First Owner,1194.0,94.93,47.98,5.0
Hyundai i20 1.2 Asta,2018,18901.88,26097.6,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,9317.83,6213.7,Petrol,Individual,Manual,Second Owner,998.0,68.05,47.75,5.0
Maruti Alto K10 2010-2014 VXI,2012,5856.92,8077.8,Petrol,Individual,Manual,First Owner,998.0,67.1,49.21,5.0
Renault Triber RXZ BSIV,2019,18635.66,4038.9,Petrol,Individual,Manual,First Owner,999.0,72.0,47.04,7.0
Hyundai EON Magna Plus,2013,5271.23,30757.9,Petrol,Individual,Manual,Second Owner,814.0,55.2,49.63,5.0
Hyundai i20 1.4 CRDi Sportz,2011,9317.83,31068.6,Diesel,Individual,Manual,First Owner,1396.0,90.0,54.1,5.0
Tata Indigo CR4,2011,5590.7,108739.9,Diesel,Individual,Manual,Second Owner,1396.0,70.0,55.44,5.0
Tata Indigo eCS LX BSIV,2011,5590.7,108739.9,Diesel,Individual,Manual,Second Owner,1396.0,69.0,54.17,5.0
Maruti Ritz ZDi,2014,9983.39,68350.8,Diesel,Individual,Manual,Third Owner,1248.0,73.94,54.57,5.0
Maruti Swift Dzire VXi,2012,10116.5,69623.4,Petrol,Individual,Manual,Second Owner,1298.0,85.8,41.16,5.0
Honda City 1.5 S MT,2010,9584.05,60894.4,Petrol,Individual,Manual,Third Owner,1497.0,118.0,39.99,5.0
Mahindra XUV500 W6 2WD,2015,25158.11,25476.2,Diesel,Individual,Manual,First Owner,2179.0,140.0,35.52,7.0
Toyota Platinum Etios 1.4 GXD,2018,20765.45,72079.0,Diesel,Individual,Manual,First Owner,1364.0,67.05,55.49,5.0
Maruti Swift LXI,2020,11846.95,621.4,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.89,5.0
Hyundai Xcent 1.2 VTVT S AT,2018,15307.86,9320.6,Petrol,Individual,Automatic,First Owner,1197.0,81.86,40.83,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,25956.81,3106.9,Diesel,Individual,Manual,First Owner,1248.0,88.5,59.04,5.0
